"o3","no2"
22.9833333333333,36.75
22.5,32.1666666666667
25.25,20.3125
30.4166666666667,32.8333333333333
22.1354166666667,36.5
18.775,36.1458333333333
26.1979166666667,47.75
24.875,50.3333333333333
19.0625,24.1666666666667
16.1083333333333,16.4583333333333
16.7666666666667,23.625
10.1916666666667,29.5
16.9560606060606,52.1666666666667
11.6666666666667,35.1666666666667
17.1916666666667,30.3333333333333
15.4666666666667,38.1666666666667
15.6458333333333,34.6666666666667
24.4305555555556,23.3333333333333
18.2,33.8333333333333
21.5555920767705,38.5
20.05,22.0833333333333
19.925,19.1666666666667
21.3,15.0131578947368
26.5416666666667,17.7083333333333
21.8916666666667,22.7083333333333
13.6166666666667,32.5833333333333
11.2238095238095,41.8333333333333
19.2395833333333,31.6666666666667
29.525,33.1666666666667
16.45,28.1666666666667
20.875,33.8333333333333
16.6354166666667,32.75
25.96875,30.1666666666667
12.9666666666667,24.75
13.25,23.9722222222238
12.4895833333333,20.5833333333333
19.1979166666667,21.7121212121212
17.78125,17.3958333333333
21.1145833333333,25.5
17.6875,31.8333333333333
16.0104166666667,26.5
24.90625,34.5
13.4833333333333,28.9166666666667
15.7166666666667,30
20.2166666666667,24.5833333333333
18.4166666666667,27.7083333333333
13.925,36.0416666666667
16.3833333333333,18.4375
20.8916666666667,19.5833333333333
17.225,36.3541666666667
23.9333333333333,23.0208333333333
25.1416666666667,14.7916666666667
16.8666666666667,19.1666666666667
19.35,28.4166666666667
9.79166666666667,14.5
10.925,22
17.6354166666667,33.1666666666667
16.21875,13.75
12.4083333333333,16.75
17.625,37.6041666666667
17.7166666666667,34.0625
16.2395833333333,17.7083333333333
11.9479166666667,20.2777777777778
12.825,28.4722222222222
20.8,23.8541666666667
19.0166666666667,20.625
18.7416666666667,26.7592592592599
19.1583333333333,27.2916666666667
29.8833333333333,19.5833333333333
38.85,22.8333333333333
19.3416666666667,26.3333333333333
18.475,20.9375
27.9833333333333,15.6944444444444
37.8833333333333,15.75
23.925,28.3333333333333
28.35,35.8333333333333
17.275,45.75
36.3333333333333,47.9166666666667
44.8666666666667,28.75
31.6916666666667,20.7291666666667
28.5416666666667,21.6666666666667
21.7666666666667,14.75
13.05,23.3333333333333
16.1083333333333,35.8333333333333
22.05,17
17.695,16.9166666666667
20.4583333333333,20.5833333333333
35.3166666666667,19.25
17.975,20.8333333333333
8.35,20.1877243406069
11.1209512886051,21.4166666666667
15.3528393523337,25.625
25.7604166666667,19.8958333333333
29.4583333333333,18.6458333333333
23.5583333333333,14.8611111111111
8.54166666666667,14.2708333333333
12.875,25.2083333333333
19.1083333333333,16.9791666666667
19.95,14.1666666666667
16.875,27.1875
35.375,18.75
21.175,14.6875
18.4916666666667,13.5416666666667
8.8294193285748,18.4375
9.53444236646336,25.6592257325946
7.6836761677311,29.5833333333333
11.325,23.4375
24.3166666666667,34.7916666666667
39.7,44.0277777777778
26.9583333333333,13.1944444444444
16.3083333333333,24.7916666666667
11.4433333333333,24.7916666666667
21.9583333333333,21.875
13.8166666666667,14.0625
10.99,16.25
11.6875,26.0416666666667
10.095,27.8125
16.0729166666667,15
15.0166666666667,25.3125
17.5333333333333,19.5833333333333
15.625,11.1458333333333
8.88333333333333,20.2777777777778
10.825,33.125
12.125,22.5
12.4833333333333,18.9583333333333
9.11666666666667,26.1458333333333
13.1916666666667,11.6666666666667
6.23333333333333,12.1875
8.42894736842105,18.2291666666667
23.3680555555556,16.5625
13.8416666666667,18.9583333333333
12.7482456140351,29.0625
9.01809210526316,43.4375
20.3883333333333,53.5416666666667
23.6592261904762,42.2916666666667
31.2222222222222,38.4166666666667
32.9245746442602,44.3125
31.9379101465372,43.3333333333333
12.6314590122462,13.8541666666667
3.1375,20.4166666666667
5.18611111111111,27.0833333333333
11.9666666666667,21.6666666666667
10.3579817232308,21.4583333333333
10.4009865982179,33.3333333333333
6.45555555555556,27.5
4.29166666666667,37.2916666666667
8.55,37.1875
6.675,34.2708333333333
6.55833333333333,27.2708333333333
14.9758104737746,34.2708333333333
17.9,34.8958333333333
11.1666666666667,25.7291666666667
9.43333333333333,17.9166666666667
11.8166666666667,34.1666666666667
9.90833333333333,26.6666666666667
10.5083333333333,11.6666666666667
6.66666666666667,26.7708333333333
10.1145833333333,19.8958333333333
10.7472222222222,28.125
6.86507936507936,43.0208333333333
9.3125,34.375
4.57291666666667,25.2083333333333
8.875,13.3393719806763
12.15625,11.25
16.2083333333333,16.6666666666667
8.99616228070176,22.6041666666667
3.33333333333333,29.6875
4.67158109745155,19.1666666666667
4.8203497000984,19.7916666666667
8.26041666666667,14.2708333333333
5.98958333333333,18.125
8.73333333333333,32.5000524370452
5,41.3541666666667
10.0635964912281,22.7777777777778
11.0166666666667,19.6838266722175
12.1041666666667,23.2291666666667
6.50833333333333,23.75
9.7452380952381,25.1041666666667
8.68655303030303,49.375
5.44444444444444,52.0833333333333
9.125,68.9166666666667
5.91666666666667,47.3333333333333
2.80555555555556,37.75
11.85,25.6666666666667
8.96875,34.8333333333333
2.45833333333333,21.25
8.4375,24.75
5.60416666666667,25.3702937819083
1.56944444444444,22.75
2.20738636363636,14.4166666666667
5.58333333333333,13.9166666666667
6.65833333333333,21.0833333333333
9.79166666666667,24.1666666666667
10.925,23.8333333333333
3.90625,19.8333333333333
6,29.6666666666667
7.36458333333333,20.75
14.5666666666667,15.9166666666667
10.7166666666667,15.3333333333333
8.46875,19.3333333333333
7.53125,24.75
3.51973684210526,31.8333333333333
2.14583333333333,30.25
4.16666666666667,31.9166666666667
3.97222222222222,21
5.14583333333333,17.8333333333333
3.90625,20.8333333333333
5.34523809523809,17.8333333333333
3.44444444444444,15.1666666666667
9.68333333333333,16.5833333333333
3.82291666666667,21.5
3.73958333333333,18.8333333333333
9.55833333333333,19.6666666666667
6.33333333333333,17.5833333333333
1.29166666666667,20.8333333333333
1.15277777777778,43.4166666666667
0.847222222222222,28.0833333333333
0.958333333333333,20.1666666666667
1.97222222222222,18.9166666666667
5.79166666666667,17.6666666666667
5.375,16.8333333333333
7.98333333333333,19.8333333333333
5.34166666666667,28.75
3.49166666666667,15.5833333333333
8.61666666666667,17.75
2.375,20.1666666666667
8.08333333333333,18.75
7.47916666666667,25.859649122807
5.19353070175439,25.8333333333333
5,26.1666666666667
1.625,17.5833333333333
3.0713716108453,23.3333333333333
8.6,21.6666666666667
7.75,21.2282608695652
4.67391304347826,23.75
0.9375,20.1666666666667
4.27083333333333,24.8333333333333
2.59722222222222,23.5
3.25,33.9166666666667
1.17361111111111,21
8.83333333333333,17.2916666666667
9.39583333333333,25
5.11111111111111,16.8585526315789
8.16666666666667,14.7916666666667
7.67655258948817,19.2708333333333
9.365,19.9166666666667
3.20833333333333,16
5.91666666666667,12.1666666666667
12.1166666666667,14.0833333333333
13.0416666666667,20.6666666666667
5.6,25.7291666666667
2.35416666666667,25.2256927828452
4.84375,13.5511363636364
5.56333333333333,15.9722222222222
14.0666666666667,11.9791666666667
12.9166666666667,19.8958333333333
6.56007485100349,15.4166666666667
3.09925206834043,15.7291666666667
11.7561787736555,27.3333333333333
3.26442987887465,20.9166666666667
2.66666666666667,17.9166666666667
5.75,12.3333333333333
9.88333333333333,17.1666666666667
8.06666666666667,15.75
11.4833333333333,19
11.5416666666667,39.6666666666667
5.09375,41.1458333333333
3.72916666666667,19.1929824561403
13.5520833333333,23.25
9.91831140350877,18.75
3.22222222222222,13.75
10.90625,22.9166666666667
5.86458333333333,24.3333333333333
7.28411306042885,30.1666666666667
4.45833333333333,32.5833333333333
3.95833333333333,26
3.16111111111111,14.6666666666667
3.625,15.9166666666667
12.8645833333333,20.625
7.64583333333333,26.9791666666667
3.54166666666667,17.5
12,21.0416666666667
9.74166666666667,19.3055555555556
14.0416666666667,26.3541666666667
8.475,25.4166666666667
11.1083333333333,23.1041666666667
9.64940767615227,25.7291666666667
6.98333333333333,25.3125
6.8,42.5
6.74444444444444,40.2777777777778
6.5,43.125
6.11666666666667,36.875
3.96875,32.1875
5.35416666666667,28.2291666666667
4.57666666666667,30.3125
6.33333333333333,24.7916666666667
6.60416666666667,31.875
6.85714285714286,34.8611111111111
4.31944444444444,19.0277777777778
8.15364583333333,24.5833333333333
8.275,21.25
10.175,16.9791666666667
12.475,24.1666666666667
11.4916666666667,29.2708333333333
8.32857142857143,51.875
4.44097222222222,66.3541666666667
4.69101282540643,41.25
9.1834566983254,28.8888888888889
11.4416666666667,25
13.8083333333333,21.875
20.7916666666667,21.8055555555556
15.5916666666667,20.8333333333333
10.5833333333333,15.9722222222222
10.2083333333333,21.3888888888889
3.71875,18.75
5.51041666666667,14.3055555555556
12.1416666666667,14.8611111111111
18.525,25.1388888888889
17.0166666666667,43.75
4.35,20.4166666666667
10.0416666666667,23.2291666666667
14.9333333333333,25.9375
21.2333333333333,18.0555555555556
18.0583333333333,16.8055555555556
18.05,9.79166666666667
22.2,16.5625
13.6333333333333,14.375
13.4416666666667,20.5383043781923
15.0583333333333,25.1041666666667
10.9083333333333,30.4166666666667
10.0333333333333,24.8958333333333
14.7666666666667,16.875
18.9333333333333,24.6875
9.71875,16.25
22.9666666666667,37.3958333333333
13.8324561403509,32.8125
15.0333333333333,34.1666666666667
13.2916666666667,17.7777777777778
26.15,25
20.1416666666667,30.5208333333333
11.4479166666667,22.8125
10.3416666666667,14.8958333333333
19.05,29.4791666666667
12.975,20.8333333333333
16.475,10.9722222222222
25.075,17.5
21.325,28.5416666666667
11.4416666666667,23.3261182564902
13.8884342684707,26.6666666666667
15.4,33.4375
16.9,20.5208333333333
14.8416666666667,20.8333333333333
18.7083333333333,19.4791666666667
19.4083333333333,14.375
15.9166666666667,21.5625
14.975,17.9166666666667
22.25,28.3333333333333
15.2083333333333,34.8958333333333
10.2666666666667,31.25
15.5833333333333,17.1875
22.1833333333333,16.1458333333333
18.9030210797062,36.6666666666667
15.4333333333333,43.0208333333333
25.775,27.0833333333333
15.3333333333333,26.25
21.9083333333333,30.2083333333333
19.125,21.25
28.9270833333333,27.0833333333333
25.4303728070175,21.8055555555556
10.53125,20.625
19.825,19.1666666666667
17.975,27.7083333333333
17.2666666666667,18.6458333333333
34.4583333333333,10.9722222222222
22.075,13.125
15.4333333333333,21.5625
17.9666666666667,27.7083333333333
12.875,27.2916666666667
15.0583333333333,44.375
12.9895833333333,36.9791666666667
22.1770833333333,18.125
15.3833333333333,17.6041666666667
15.6770833333333,24.2708333333333
18.1354166666667,28.0208333333333
27.5,25.7291666666667
24.5625,26.0416666666667
16.775,24.375
25.7583333333333,18.9267676767677
28.4166666666667,12.3611111111111
31.5833333333333,20.3070175438597
19.6145833333333,26.25
12.1875,16.3541666666667
13.2604166666667,24.1666666666667
12.4375,35
13.4166666666667,26.6666666666667
22.0104166666667,25
20.15625,22.3958333333333
15.4333333333333,22.9166666666667
13.0333333333333,31.1458333333333
14.7916666666667,45.8333333333333
21.825,31.5625
32.4916666666667,20
28.1916666666667,23.3333333333333
10.4833333333333,16.6666666666667
20.5916666666667,18.6458333333333
17.875,24.4791666666667
23.2833333333333,30
33.175,29.1666666666667
25.95,38.4375
37.8645833333333,51.1458333333333
52.3958333333333,48.3333333333333
54.0416666666667,45.8333333333333
53.3416666666667,38.8541666666667
48.575,48.0208333333333
39.8,23.6458333333333
24.3083333333333,29.4444444444444
24.95,30.625
18.0666666666667,27.8125
29.5520833333333,30.625
43.2333333333333,35.9375
36.3583333333333,21.4583333333333
15.925,19.1666666666667
23.8583333333333,19.4791666666667
53.375,22.6041666666667
26.1583333333333,17.6041666666667
16.2,23.8541666666667
14.5104166666667,24.8958333333333
38.0333333333333,15
46.5083333333333,18.3333333333333
40.0416666666667,17.8125
45.2916666666667,18.6458333333333
32.4916666666667,16.6666666666667
14.2083333333333,17.3958333333333
13.9666666666667,26.1458333333333
20.5666666666667,27.3712540107869
46.7785714285714,18.3333333333333
26.0208333333333,18.3333333333333
20.59375,28.8333333333333
27.0833333333333,23.952380952381
34.875,19.2708333333333
18.4083333333333,33.2291666666667
34.5083333333333,29.0277777777778
42.775,15.9722222222222
32.6833333333333,14.1666666666667
29.1166666666667,23.125
31.0333333333333,24
20.4333333333333,26.25
22.9121212121212,34
11.96875,25.0833333333333
17.9,31.25
30.7916666666667,18.3333333333333
25.2833333333333,20.6666666666667
24.7833333333333,26.6666666666667
27.8583333333333,31.4166666666667
22.03125,35.6666666666667
39.09375,22.3333333333333
28.8333333333333,26.25
31.5729166666667,14.0625
38.1770833333333,16.6666666666667
30.9479166666667,23.1130952380952
18.9190476190476,35
25.1458333333333,27.4166666666667
43.0333333333333,31.4166666666667
33.2833333333333,29.5833333333333
29.2333333333333,18.25
19.2,25
23.2516666666667,17.5
11.2604166666667,16.0833333333333
16.65,20
14.725,23.0833333333333
20.3966666666667,24.75
19.7708333333333,23.0833333333333
24.4375,37.3333333333333
22.21875,40.5
38.675,41.5833333333333
41.1,31
27.5583333333333,29.9166666666667
26.65625,16.8333333333333
24.0833333333333,14.5833333333333
16.2291666666667,25.3333333333333
17.15625,23.5
9.95833333333333,16.5
14.3229166666667,26
20.3958333333333,48.5833333333333
32.6166666666667,36.1666666666667
22.0583333333333,21.4166666666667
21.1066666666667,29.6666666666667
22.46875,38.9166666666667
8.49166666666667,22.25
16.2916666666667,31.0833333333333
21.9833333333333,31.6666666666667
19.3645833333333,32.1666666666667
39.6666666666667,29.8333333333333
47.3333333333333,20.8333333333333
40.03125,21.0833333333333
36.1333333333333,23.7083333333333
17.0625,33.6354166666667
17,36.9166666666667
39.3872807017544,23.4166666666667
42.7604166666667,18.2291666666667
23.2529761904762,24.6666666666667
10.175,20.75
9.35,26.5
11.3541666666667,28
12.8645833333333,24.0833333333333
20.6666666666667,23.4166666666667
11.35,31.4166666666667
12.85,32.4166666666667
14.3,26.6666666666667
25.3,20.75
9.59166666666667,20.4166666666667
9.04166666666667,20.3333333333333
7.03991228070175,23.9166666666667
10.0833333333333,26.5833333333333
16.59375,32.3333333333333
18.21875,35.25
10.8402777777778,38.4166666666667
14.8333333333333,39.5
9.20339912280702,48.4166666666667
20.3194444444444,37.3333333333333
10.0461718154081,30.5
13.0277777777778,26.1666666666667
34.0619047619048,37.3333333333333
17.7916666666667,20.6666666666667
2.15277777777778,19.6666666666667
6.84166666666667,21.25
6,19.2708333333333
5.3125,15.1388888888889
7.41666666666667,16.5277777777778
15.0520833333333,20.4166666666667
17.09375,20.4166666666667
10.5104166666667,15.2777777777778
6.94791666666667,12.6666666666667
11.5833333333333,16.9791666666667
12.8020833333333,19.7222222222222
12.7708333333333,25.8044040627313
